English,Hausa
I already spoke to someone in Ali's office.,Na riga na yi magana da wani a ofishin Ali.
I always listen to anything Ali has to say.,Kodayaushe ina sauron dukkanin abin da Ali yake faɗa.
I am afraid he is going to spill the beans.,Ina jin tsoron kada ya zubar da waken.
I am ashamed about what happened yesterday.,Na ji kunya dangane da abin da ya faru jiya.
I am ashamed of myself for my poor English.,Na ji kunyar kaina saboda mummunan Turancin da nake yi.
I am hoping to get two copies of this book.,Ina fatan samun kwafi biyu na wannan littafin.
I am in a bind as my money has been stolen.,Ina cikin matsala saboda an sace min kuɗina.
I am interested in getting a hat like this.,Ina sha'awar samun malfa irin wannan.
I am interested in studying German culture.,Ina sha'awar yin nazarin al'adun ƙasar Jamus.
I am interested in the cello and the piano.,Ina sha'awar yin kiɗa da cello da kuma fiyano.
"I am no longer young, but I can still bite.","Ni yanzu ba yaro ba ne, amma har yanzu zan iya yin cizo."
I am not particularly fond of Shaw's plays.,Ni dai wasan Shaw ba ya burgeni.
I am writing to express my dissatisfaction.,Ina yin rubutun ne don bayyanar da rashin gamsuwata.
"I appreciate the offer, but I can't accept.","Na yaba da tayin, amma ba zan iya karɓa ba."
I appreciated my neighbor's generous offer.,Na yaba da tayin karamci da maƙwabcina ya yi.
I asked Ali to wait for a few more minutes.,Na ce wa Ali ya ɗan sake jira mintuna kaɗan.
I assume that Ali doesn't know how to swim.,Na ƙaddara cewa Ali bai san yadda ake yin iyo ba.
"I avoid traveling by air, if I can help it.","Ina guje wa tafiya a jirgin sama, in dai ina da zaɓi."
I blame Ali for what happened to all of us.,Na ɗora laifin abin da ya faru a gare mu bakiɗaya a kan Ali.
I bought a new dress for her on his behalf.,Na siyo mata sababbin tufafi a madadinsa.
I bought that scarf we looked at yesterday.,Na siyo wannan mayafin da muka duba jiya.
I broke a bone in my foot while exercising.,Na karya wani ƙashi a ƙafata yayin da nake motsa jiki.
I came near to being run over by the truck.,Kaɗan ya rage babbar motar ta buge ni.
I came near to getting involved in a crime.,Kaɗan ya rage ban shiga cikin aikata laifin ba.
I came to Toronto at the beginning of June.,Na zo Toronto a farkon watan Yuni.
I can lend you some money if you need some.,Zan iya ranta maka kuɗi idan kana buƙatar wasu.
I can tell this has been difficult for you.,Na gane cewa wannan ya yi maka wahala.
I can't be away from my wife for that long.,Ba zan iya yin nesa ga matata irin wannan daɗewar ba.
I can't figure out how to solve the puzzle.,Na kasa gano yadda zan warware sarƙaƙiyar.
I can't forgive him for behaving like that.,Ba zan iya yafe masa ba saboda halin da ya nuna.
I can't get this splinter out of my finger.,Ba zan iya cire wannan gutsuren daga ɗan yatsana ba.
I can't make it to your party next weekend.,Ba zan samu damar zuwa bikin murnarka ba mako mai zuwa.
I can't pay you back the money you lent me.,Ba zan iya biyanka kuɗin da ka ranta min ba.
I can't promise that I'll be here tomorrow.,Ba zan iya yin alƙawarin cewa zan zo nan ba gobe.
I can't seem to focus on work at all today.,Na kasa mayar da hankalina a kan aiki gabaɗaya yau.
I can't stand to see you wasting your time.,Ba zan iya tsayawa ina kallonka kana ɓata lokaci ba.
I can't tell if you're being honest or not.,Ba zan iya faɗar cewa kana da gaskiya ko kuma baka da ita ba.
I can't tell you how to pronounce the word.,Ba zan iya faɗa maka yadda ake furta kalmar ba.
I can't understand why he left so suddenly.,Na kasa fahimtar me ya sa ya tafi kwatsam.
I can't wear those clothes. They don't fit.,"Ba zan iya sanya waɗancan tufafin ba, ba su yi daidai ba."
I chose to leave instead of staying behind.,Na zaɓi na tafi maimakon na tsaya.
I concentrated my attention on the lecture.,Na mayar da hankalina kan laccar.
I concentrated my attention on the subject.,Na mayar da hankalina kan darasin.
I consider fruit to be the healthiest food.,Na ɗauki kayan marmari a matsayin kayan abinci wanda ya fi samar da lafiya.
I could not stand my house being torn down.,Ban so a rushe gidana ba ko kaɗan.
I could write Ali a note if you want me to.,Zan iya rubuta saƙo zuwa ga Ali idan kana so na yi.
I couldn't find the page I was looking for.,Na kasa gano shafin da nake nema.
I couldn't remember the title of that song.,Na kasa tuna taken waƙar.
I cried myself to sleep almost every night.,Kusan kullum na kan yi kuka har sai bacci ya ɗauke ni.
I decided not to go to the movie after all.,Daga ƙarshe na yanke shawarar ba zan je kallon fim ɗin ba.
I deeply regret having caused the accident.,Na yi matuƙar nadamar janyo hatsarin.
I didn't eat everything that she served me.,Ban ci dukkanin abincin da ta zubo min ba.
I didn't even get a chance to eat anything.,Ban ma samu damar cin komai ba.
I didn't have to tell Ali. He already knew.,Ba na buƙatar na faɗa wa Ali. Ya riga ya sani.
I didn't know that someone was watching me.,Ban san cewa wani yana kallona ba.
I didn't say anything to hurt his feelings.,Ban faɗi komai don na ɓata masa rai ba.
I didn't see you at Ali's party last night.,Ban gan ka a bikin murnar Ali ba a daren jiya.
"I didn't want to come, but I had no choice."," Ba na son zuwa, sai dai ba ni da zaɓi."
I didn't want to make a big deal out of it.,Ba na so na mayar da shi wani babban abu.
I do a lot of work on the school newspaper.,Na yi aiki sosai a kan jaridar makaranta.
I don't consider myself to be good-looking.,Ban ɗauki kaina wani kyakkyawa ba.
I don't expect that to happen anytime soon.,Ban ɗauki kaina wani mai kyan gani ba.
I don't feel like doing anything right now.,Ba na son na yi komai a halin yanzu.
I don't have anything to say to any of you.,Ba ni da abin da zan faɗa wa wani daga cikinku.
I don't have much money in my bank account.,Ba ni da kuɗi sosai a cikin asusun bankina.
I don't have the time to do that right now.,Ba ni da lokacin aikata hakan a halin yanzu.
I don't have time for a vacation this year.,Ba ni da lokacin hutu a wannan shekarar.
"I don't know Ali well, but I know his wife.","Ban san Ali sosai ba, amma na san matarsa."
I don't know for certain when he will come.,Ban san haƙiƙanin yaushe zai zo ba.
I don't know how to operate this CD player.,Ban san yaya ake amfani da wannan na'urar CD ɗin ba.
I don't know how to reply to that question.,Ban san yadda zan ba da amsar waccan tambayar ba.
I don't know if I can ever trust you again.,Ban sani ba ko zan sake iya amincewa da kai.
I don't know much about our foreign policy.,Ba ni da ilimi sosai dangane da manufofinmu na ƙashashen waje.
I don't know what I'd do in that situation.,Ban san me zai yi ba a wannan yanayin.
I don't know when Ali is leaving for Japan.,Ban san yaushe Ali zai tafi zuwa Japan ba.
I don't know when my mother will come back.,Ban san yaushe mahaifiyata za ta dawo ba.
I don't know whether to believe him or not.,Ban sani ba ko zan yarda da shi ko ba zan yarda ba.
I don't know whether to believe you or not.,Ban sani ba ko zan yarda da kai ko ba zan yarda ba.
I don't know why Ali needs that much money.,Ban san me ya sa Ali yake son waɗannan kuɗin masu yawa ba.
I don't like it when people make fun of me.,Ba na so mutane du rinƙa yi min dariya.
I don't like this tie. Show me another one.,Ba na so mutane su mai da ni abin ban dariya.
I don't like to mix business with pleasure.,Ba na son haɗa kasuwanci da shaƙatawa.
"I don't love her, not even if she loves me.","Ba na son ta, ko da tana so na."
I don't recognize over half of these names.,Ban gane sama da rabin waɗannan sunayen ba.
I don't remember getting paid for the work.,Na manta yaushe rabon da a biyani kuɗin aikin.
I don't remember saying anything like that.,Ba zan iya tuna cewa na faɗi abu irin haka ba.
I don't remember sending that text message.,Ba zan iya tuna cewa na tura rubutaccen saƙon ba.
I don't remember where I put my sunglasses.,Na kasa tuna inda na saka gilashin idona.
I don't see why we had to buy all the food.,Ban ga dalilin da zai saka mu siyi duka abincin ba.
I don't think Ali is capable of doing that.,Ba na tunanin Ali zai iya yin hakan.
I don't think people use that word anymore.,Ba na tunanin mutane suna amfani da wannan kalmar har yanzu.
I don't think this armchair is comfortable.,Ba na tunanin wannan kujerar za ta yi daɗi.
I don't think this is any of your business.,Ina ganin wannan ba abin da ya shafe ka ba ne.
I don't understand what she wants me to do.,Na kasa fahimtar me take son na yi.
I don't understand why you want to do that.,Na kasa fahimtar me ya sa kake son yin hakan.
I don't want anything bad to happen to you.,Ba na son wani mummunan abu ya faru da kai.
I don't want to be involved in this affair.,Ba na son shiga cikin wannan lamarin.
I don't want to deal with this problem now.,Ba na son na magance wannan matsalar yanzu.
I don't want to go if you don't go with me.,Ba na son zuwa in dai ba za ka tafi da ni ba.
I don't want to hear another word about it!,Ba na son sake jin komai dangane da hakan.
I don't want to play tennis this afternoon.,Ba na son buga ƙwallon tennis a yammacin nan.
I don't want you to quit playing the piano.,Ba na son ka daina kaɗa fiyano ɗin.
I don't want you to quit what you're doing.,Ba na son ka daina yin abin da kake yi.
I don't want you to think about it anymore.,Ba na son ka sake tunani akan shi bakiɗaya.
I doubt if this shop will ever pay its way.,Ina shakkar ko wannan shagon zai dinga samar da riba.
I doubt that Ali knows Mary's phone number.,ina shakkar cewa Ali ya san lambar wayar Mary.
I eat a boiled egg for breakfast every day.,Ina cin dafaffen ƙwai wajen karin kumallo a kullum.
I feel like you don't really care about me.,Ina jin kamar ba ka damu da ni ba.
I fell asleep in the middle of the lecture.,Na yi  bacci ana tsaka da yin lacca.
I felt tired after having worked for hours.,Na gaji bayan na yi aiki na tsawon sa'oi.
I felt very relieved when I heard the news.,Na ji sanyi a raina bayan na ji labarin.
I forgot to attach a stamp to the envelope.,Na manta ban maƙala  hatimi a jikin ambulan ɗin ba.
I found a rare book I had been looking for.,Na samu wani littafi mai wuyar samu da na daɗe ina nema.
I found it difficult to get along with him.,Yana da wahala a gare ni na saba da shi.
I found the missing piece of your necklace.,Na samu sashen da ya ɓata na sarƙar wuyanki.
I found your coat after you left the house.,Na samu kwat ɗinka bayan ka fita daga gida
I gave him what little money I had with me.,Na ba shi ɗan kuɗin da ya rage mini.
I got into a traffic jam on the expressway.,Na shiga cikin cunkoson ababen hawa a babbar hanya.
I got some shampoo in my eyes and it burns.,Shamfu ya shiga idanuna yana kuma yi min zafi.
I had a feeling you were going to say that.,Ina ji a jikina da ma za ka faɗi hakan.
I had a terrible accident riding this bike.,Na yi mummunan haɗari ina tuƙa wannan keken.
I had him carry my luggage to the platform.,Na saka shi ya ɗauki kayana zuwa dandalin hawa jirgi.
I had my job interview in the meeting room.,An yi min hirar ɗaukar aiki a ɗakin taron.
I have a couple of questions I need to ask.,Ina da wasu 'yan tambayoyi da nake so na yi.
I have a different opinion on that subject.,Ina da ra'ayi na daban a kan wannan batun.
I have a friend whose father is a magician.,Ina da abokin da mahaifinsa matsafi ne.
I have a lot more experience than Ali does.,Ina da gogewa sosai wacce Ali ba shi da ita.
I have a special relationship with my aunt.,Ina da alaƙa ta musamman da innata.
I have an ever growing list of to-do items.,Ina da jerin abubuwan da zan aiwatar wanda kullum ƙaruwa yake.
I have been a disappointment to my parents.,Na zama abin kunya wajen iyayena.
I have been studying French four years now.,Na ɗauki shekara huɗu yanzu ina karatun Faransanci.
I have known him ever since he was a child.,Na san shi tun yana yaro.
I have made many sacrifices for my country.,Na yi sadaukarwa da dama ga ƙasata.
I have more than one friend who can't swim.,Ina da aboki sama da guda ɗaya wanda bai iya iyo ba.
I have never heard him speak ill of others.,Ban taɓa jin sa yana faɗar aibun wasu ba.
I have never smoked a cigarette in my life.,Ban taɓa shan taba sigari ba a rayuwata.
I have taken everything into consideration.,Na kiyaye komai.
I have ten times as many books as you have.,Littattafaina sun yi goman naka.
I have the same dictionary as your brother.,Ƙamusuna iri ɗaya ne da na ɗan uwanka.
I have to make the best of that small room.,Dole na ƙayata wancan ƙaramin ɗakin.
I have to study for tomorrow's French test.,Dole na yi karatu saboda gwajin Faransanci da za a yi gobe.
I have to take my medicine every six hours.,Dole na sha maganina duk bayan sa'oi shida.
I have to wash my hands and brush my teeth.,Dole na wanke hannuna na kuma goge haƙorana.
I haven't been getting enough sleep lately.,Ba na samun isashshen bacci kwanan nan.
I haven't formed an opinion about that yet.,Ban fitar da ra'ayina ba a kan hakan har yanzu.
I haven't touched a tennis racket in years.,Tsawon shekaru ban taɓa riƙe kurar wasan tennis ba.
I hired a professional to repair the stove.,Na ɗauko ƙwararre domin ya gyara murhun dafa abincin.
I hope nothing ruins our last day together.,Ina fatan babu abin da ya ɓata mana ranarmu ta ƙarshe da muka yi tare.
I hope you are not thinking it is my fault.,Ina fatan ba kya tunanin cewa laifina ne.
I just don't want to be disappointed again.,Kawai ba na son na sake samun wani takaicin.
I just don't want you to do anything crazy.,Kawai ba na son dai ka yi wani abu na hauka.
I just learned six new facts about wombats.,Na samu sababbin bayanai guda shida dangane da wombats.
I just lost at the races so I'm flat broke.,"Na yi rashin nasara a wajen tseren yanzu, saboda haka ba ni da ko sisi."
"I knocked on the door, but nobody answered.","Na ƙwanƙwasa ƙofar, amma babu wanda ya amsa."
I know someone who speaks French very well.,Na san wanda ya iya magana da Faransanci sosai.
I know that Mary is more beautiful than me.,Na san cewa Mary ta fi ni kyau.
I know that Ali is more handsome than I am.,Na san cewa Ali ya fi ni kyau.
I know this must be very difficult for you.,Na san wannan ɗin zai yi maka wahala sosai.
"I like listening to music, especially jazz.","Ina son sauraron kaɗe-kaɗe, musamman samfurin jazz."
"I like music, particularly classical music.","Ina son kaɗe-kaɗe, musamman kiɗan gargajiya."
I like the blue one. How much does it cost?,"Ina son shuɗin, nawa ne kuɗin?"
I like to play music written by my friends.,Ina son jin kiɗan da abokaina ne suka rubuta.
I love him more than any of the other boys.,Ina son shi sama da sauran matasan.
I love you more than anything in the world.,Ina son ki sama da komai a duniya.
I made a big mistake when choosing my wife.,Na yi babban kuskure yayin zaɓar matata.
I maintain that sports are a waste of time.,Na tabbatar da cewa wasanni kawai ɓata lokaci ne.
I might be able to convince Ali to do that.,Zan iya samun damar gamsar da Ali a kan ya aikata hakan.
I must have a cup of coffee in the morning.,Dole ne na sha kofin kofi da safe.
I narrowly escaped being run over by a car.,Na sha da ƙyar mota ba ta kaɗe ni ba.
I need to be sure that you understand this.,Ina buƙatar na tabbatar da cewa ka fahimci wannan.
I need to find out where Ali was yesterday.,Ina so na gano ina Ali ya tafi jiya.
I need you to do a couple of things for me.,Ina son ka yi min wasu 'yan abubuwa.
I need you to go to the supermarket for me.,Ina son ka je mini shagon siyar  da kayayyaki.
I never actually saw Ali and John fighting.,Ban taɓa ganin Ali da John suna faɗa ba.
I never realized how much I would miss you.,Ban  taɓa gane yadda zan yi kewarka ba.
I never wanted Ali here in the first place.,Tun farko ban so Ali ya zo nan ba.
I now view life differently than I used to.,Kallon da nake yi wa rayuwa a yanzu ya sha banban.
I often go out with friends in the evening.,sau da dama Ina fita tare da abokaina da yamma.
I only believe about half of what Ali says.,Na yarda da rabin abin da Ali ne ya faɗa kaɗai.
I only found out about that a few days ago.,Sai 'yan kwanakin nan da suka gabata na gano haka.
"I only have one mouth, but I have two ears.","Ina da baki guda ɗaya kacal, amma ina da kunnuwa biyu."
I plan to tell Ali that I don't want to go.,Na yi shirin faɗa wa Ali cewa ba na son zuwa.
I plan to visit Ali in Boston next weekend.,Na yi shirin na kai wa Ali ziyara Boston ƙarshen mako mai zuwa.
I put three teaspoons of sugar in your tea.,Na saka sukari ƙaramin cokali uku a cikin shayinka.
I ran out of money during my stay in India.,Kuɗina sun ƙare duka lokacin da na zauna a Indiya.
I read about how to make tempura in a book.,Na koyi yadda ake haɗa tempura a littafi.
I really do want to get to know Ali better.,Da gaske ba na son na san Ali sosai.
I really do want to get to know you better.,Da gaske ba na son na san ka sosai.
I really don't feel like talking right now.,Da gaske ba na jin son yin magana a halin yanzu.
I really want to know what's going on here.,Da gaske ina so na san me yake faruwa a nan.
I refuse to be treated like a slave by you.,Na ƙi amincewa ka mayar da ni kamar wata baiwa.
I remember the day you were born very well.,Ina iya tuna ranar da aka haife ka sosai.
I remember the fact that you're my brother.,Ina tuna da cewa kai ɗan uwana ne.
I remind you that you are still under oath.,Har yanzu ina tuna maka cewa fa ka yi rantsuwa.
I reminded him to write to his mother soon.,Na tuna masa cewa ya yi sauri ya rubuta wa mahaifiyarsa wasiƙa.
I require that all my employees be on time.,Na buƙaci dukkanin ma'aikatana su zo a kan lokaci.
I saw a figure approaching in the distance.,Na gano wani mutum tana tahowa daga nesa.
I saw you driving by my house this morning.,Na gan ka kana tuƙi ta wajen gidana a wannan safiyar.
"I searched for hours, but couldn't find it.",Na bincika tsawon sa'oi amma ban samu ba.
I should have paid a little more attention.,Ina ma a ce na ɗan mayar da hankali sosai.
I should've gotten up earlier this morning.,Da na tashi da safe da wuri.
I spent a whole day in cleaning up my room.,Na ɗauki tsawon yini ina share ɗakina.
I spent the whole day in reading the novel.,Na shafe yini bakiɗaya ina karanta labari.
I spent the whole day playing with my kids.,Na shafe yini bakiɗaya ina yin wasa da 'ya'yana.
I spoke to him about it over the telephone.,Na yi masa maganar dangane da shi a wayar tarho.
I stayed at my aunt's house for three days.,Na zauna a gidan innata tsawon kwana uku.
I still have things stored in Ali's garage.,Har yanzu ina da abubuwan da na ajiye a gajerin Ali.
I studied French when I was in high school.,Na karanci Faransanci lokacin da nake makarantar gaba da sakandare.
I suddenly realized that my watch was gone.,Nan da nan na gano cewa agogona ya ɓata.
I supervised the people fixing my bathroom.,Na sanya ido kan aikin mutanen da suke gyara min banɗaki.
I take my hat off to him for his hard work.,Na jinjina masa bisa aiki tuƙurunsa.
I talked to Ali's neighbors and co-workers.,Na yi magana da maƙwabta da kuma abokan aikin Ali.
I think I'm starting to get the hang of it.,Ina ga na fara gane yadda abin yake.
I think Ali knows more than he's admitting.,Ina tunanin Ali ya san sama da abin da yake nuna ya sani.
I think Ali might finally have a good idea.,Ina ga a ƙarshe Ali zai iya yin tunani mai kyau.
I think he can get along with his neighbor.,Ina ga zai iya shiryawa da maƙwabcinsa.
I think it would be better if I went alone.,Ina ga zai fi kyau idan na tafi ni kaɗai.
I think it's time for me to do my homework.,Ina ga lokaci ya yi da zan yi aikin gidana.
I think it's time for me to join the fight.,Ina ga lokaci ya yi da zan shiga cikin faɗan.
I think she is sick. She has a temperature.,"Ina ga kamar ba ta da lafiya, jikinta ya yi zafi."
I think that you ought to apologize to her.,Ina ganin ya kamata ka ba ta haƙuri.
I think this table takes up too much space.,Ina ganin wannan teburin ya cinye waje sosai.
I think we should wait until Ali gets here.,Ina ganin ya kamata mu jira har sai Ali ya iso nan.
I think what we just heard was Ali's voice.,Ina ganin kamar muryar Ali muka ji yanzun nan.
I think you need to think about the future.,Ina ganin akwai buƙatar ka yi tunani dangane da makoma.
I think you should ask for your money back.,Ina ganin ya kamata ka nemi a biya ka kuɗinka.
I think you're the only one who needs help.,Ina ganin kai kaɗai ne kake buƙatar taimako.
"I thought I could help Ali, but I couldn't.","Na yi tunanin zan iya taimakon Ali, amma ba zan iya ba."
I thought Ali had already tried to do that.,Na yi tunanin Ali tuni ya yi ƙoƙarin yin hakan.
I thought Ali was on vacation in Australia.,Na yi zaton cewa Ali ya tafi hutu a Ostreliya.
I thought Ali would be too busy to help us.,Na yi zaton aiki ya yi wa Ali yawa ba zai iya taimakonmu ba.
I thought Ali would have found Mary by now.,Na yi zaton cewa zuwa yanzu Ali zai gano inda Mary take.
I thought it wasn't supposed to rain today.,Na yi tunanin cewa yau bai kamata a yi ruwa ba.
I thought something like this might happen.,Na yi zaton cewa abu makamancin haka zai faru.
I thought we would have breakfast together.,Na yi zaton cewa tare za mu yi karin kumallo.
I thought you might have a change of heart.,Na yi zaton wataƙila za ka canja ra'ayi.
I thought you said you didn't see anything.,Na yi zaton cewa ka ce ba ka ga komai ba.
I thought you said you didn't speak French.,Na yi zaton cewa ka ce ba ka magana da Faransanci
I thought you weren't going to tell anyone.,Na yi zaton cewa ba za ka faɗa wa kowa ba.
I thought you wouldn't mind waiting for me.,Na zaci ba za ka damu da jirana ba.
I thought you'd probably already gone home.,Na yi zaton wataƙila tuni ka tafi gida.
I threw the rope and she caught hold of it.,Na jefa igiyar ta kuma riƙe ta gam-gam.
I told you to be here on time this morning.,Na faɗa kama cewa ka zo nan da safe a kan lokaci.
"I told you to open the hood, not the trunk.",Na faɗa maka cewa ka buɗe ƙofar saman mota ba ma'ajiyar mota ba
I took a bath and then had a glass of beer.,Na yi wanka sannan sai na fara shan giya.
I took the opportunity to visit the museum.,Na yi amfani da damar na ziyarci gidan tarihin.
"I tried my best, but I still lost the race.","Na yi iya ƙoƙarina, amma duk da haka ban yi nasara ba a tseren."
I tried to make sure that everyone had fun.,Na yi ƙoƙarin ganin cewa kowa ya samu nishaɗi.
I understand a new vaccine is being tested.,Na fahimci cewa ana yin gwajin sabuwar allurar rigakafi.
I understand what you're trying to tell me.,Na fahimci me kake ƙoƙarin faɗa mini.
I use ordinary slips of paper as bookmarks.,Ina yin amfani da ƙananun takardu a matsayin alamar shafi na littafi.
I used to play tennis when I was a student.,Na kasance ina buga ƙwallon tennis lokacin da nake ɗalibi.
I visited my father's hometown last summer.,Na ziyarci garin mahaifina a bazarar da ta gabata.
"I waited for an hour, but he didn't appear.","Na jira tsawon sa'a ɗaya, amma bai fito ba."
"I waited for hours, but she didn't show up.","Na jira tsawon sa'oi, amma ba ta fito ba."
I want eggs for breakfast tomorrow morning.,Ina son ƙwai domin karin kumallo gobe da safe.
I want everyone to hear what I have to say.,Ina son kowa ya ji abin da zan faɗa.
I want everyone to help me clean the house.,Ina son kowa ya taimaka mini wajen share gidan.
I want the recipe for this. It's delicious.,"Ina son irin kayan girke-girken wannan, ya yi daɗi."
I want to ask you some questions about Ali.,Ina son yi maka wasu tambayoyi dangane da Ali.
I want to do everything I'm expected to do.,Ina son na yi duk abin da ake sa ran zan yi.
I want to do everything I'm supposed to do.,Ina son na yi duk abin ya kamata na yi.
I want to exchange this for a smaller size.,Ina son na canja wannan da mai ƙaramar lamba.
I want to find out what caused the problem.,ina son na gano me ya kawo matsalar.
I want to live in either Boston or Chicago.,Ina son na zauna ko dai a Boston ko a Chicago.
I want to pick out a present for my friend.,Ina son na zaɓi kyautar da zan ba wa abokina.
I want to rent an apartment with two rooms.,Ina son na ɗauki hayar bene mai ɗaki biyu.
I want to stay in a hotel near the airport.,Ina son na zauna a otal kusa da filin sauka da tashin jirage.
I want to talk to you about something else.,"Ina son yin magana da kai a kan wani abun daban,"
I want to thank everyone for their prayers.,Ina son na yi wa kowa godiya sakamakon addu'oinsu
I want to thank you again for believing me.,Ina son na ƙara gode maka saboda amincewa da ni da ka yi.
I want you all to be on your best behavior.,Ina son dukkaninku ku kasance cikin ɗabi'unku kyawawa.
I wanted Mary to look at me instead of Ali.,Na so Mary ce ta kalle ni maimakon Ali.
"I warned you not to get near him, didn't I?","Na gargaɗe ka cewa kar ka je kusa da shi, ko ban yi ba?"
I was about your age when I came to Boston.,Ina da kusan shekarunka lokacin da na zo Boston.
I was appalled by her lack of good manners.,Na yi mamakin rashin ladabinta sosai.
I was at the wrong place at the wrong time.,Na kasance a wajen da bai dace ba a lokacin da bai dace ba.
I was dog tired when I got home last night.,Na gaji sosai lokacin da na dawo gida daren jiya.
I was in the right place at the right time.,Na kasance a inda ya dace a lokacin da ya dace.
I was rereading the letters you sent to me.,Ina sake karanta wasiƙun da ka aiko min ne.
I was taken to a circus for the first time.,A karon farko an kai ni wajen wasan kwaikwayo na dabbobi.
I was wondering if I could buy you a drink.,Ina ta tunanin ko zan iya siya maka abin sha.
I watched them skin a human being that day.,Na gan su suna aiwatar da hukunci mai tsanani ga wani mutum a wannan ranar.
I went to the airport to see my friend off.,Na je filin sauka da tashin jirage domin na raka wani abokina.
I went to the station to see my friend off.,Na je tashar domin na raka wani abokina.
I will be leaving for Australia next month.,Zan tafi zuwa ƙasar Ostreliya mako mai zuwa.
I will get you a bicycle for your birthday.,Zan kawo maka keke domin murnar ranar haihuwarka.
I will look after my parents in the future.,Zan kula da iyayena nan gaba.
I wish I could give you a big birthday hug.,Na yi burin ina ma ace zan iya rungume ka don murnar ranar haihuwarka.
I wish I'd studied harder when I was young.,Na yi fatan a ce na yi karatu sosai lokacin da nake ƙarami.
I wish things were the way they used to be.,Na yi fatan ina ma a ce abubuwa suna nan yadda suke.
I wish you had not told him about the plan.,Na so a ce baka faɗa masa komai dangane da shirin ba.
I wonder how Ali will get out of that mess.,Ina mamakin yadda Ali zai fita daga cikin wannan cakwakiya.
I wonder if Ali knows where my umbrella is.,Ba na tunanin Ali ya san inda laimata take.
I wonder what has made him change his mind.,Ina mamakin me ya sa ya canja ra'ayinsa.
I wonder what the weather will be tomorrow.,Ina tunanin yadda yanayin gobe zai kasance.
"I worked hard all day, so I was very tired.","Ina yin aiki sosai a kullum, saboda haka na gaji sosai."
I worked in this company for three decades.,Na yi aiki a wannan kamfanin tsawon shekara talatin.
I would go to the movies if I had the time.,Zan je kallon fim ɗin idan na samu lokaci.
I would like to go to the concert with you.,Ina son zuwa gidan kaɗe-kaɗe tare da kai.
I would like to go to the seaside with you.,Ina son zuwa bakin kogi tare da kai.
I would like to have another cup of coffee.,Ina son a ƙara min wani kofi ɗin kofi ɗaya.
I would like to show you my beautiful city.,Zan so na nuna maka birnina mai kyau.
I'd be curious to know what Ali has to say.,Zan so na san me Ali zai faɗa.
"I'd be unhappy, but I wouldn't kill myself.","Zan yi baƙin ciki, amma ba zan kashe kaina ba."
I'd like to discuss some of my suggestions.,Ina son na yi bayanin wasu daga cikin shawarwarina.
I'd like to introduce some friends of mine.,Ina son na gabatar da wasu daga cikin abokaina.
I'd like to know what you intend to do now.,Ina so na san me kake niyyar aikatawa yanzu.
I'd like to make a reservation for tonight.,Zan so na tanadar maka wuri a yau.
I'd like to see what you have in your hand.,Zan so na ga menene a hannunka.
I'll be moving out at the end of the month.,Zan tashi daga gidan a ƙarshen wata.
I'll bring my sister when I come next time.,Zan kawo 'yar uwata idan na sake dawowa.
I'll call you back in about thirty minutes.,Zan kirawo ka nan da minti talatin.
I'll do whatever I can to help you and Ali.,Zan yi iya bakin ƙoƙarina na taimakeka kai da Ali.
I'll give it back next Monday without fail.,Zan dawo da shi ranar Litinin mai zuwa ba shakka.
I'll go for a walk if the weather improves.,Zan fita na yi tattaki idan yanayin ya canja.
I'll have to catch the 8:15 train to Paris.,Sai dai na hau jirgin  ƙasan da zai tashi da ƙarfe 8:15 zuwa Paris.
I'll let you know when it has been decided.,Zan sanar da kai idan an yanke shawarar.
I'll make sure Ali goes to school tomorrow.,Zan tabbatar da cewa Ali ya je makaranta gobe.
I'll make you happy no matter what happens.,Zan sanya ka farinciki ko me zai faru.
I'll make you wish you had never been born.,Sai na saka ka yi fatan ina ma a ce ba a haife ka ba.
I'll never forget going to Hawaii with her.,Ba zan taɓa manta tafiyar da muka yi da ita zuwa Hawaii ba.
I'll never forget what happened that night.,Ba zan taɓa manta me ya faru a wannan daren ba.
I'll speak to him at the first opportunity.,Zan yi magana da shi da zarar na samu dama.
I'll stay a while longer if you want me to.,Zan daɗe sosai idan kana so.
I'll take Ali to the zoo if you want me to.,Zan kai Ali gidan namun daji idan kana so na yi.
I'll teach you everything you need to know.,Zan koyar da kai duk abin da kake buƙatar ka sani
I'll visit you sometime in the near future.,Zan ziyarce ka nan ba da jimawa ba.
I'm afraid I took your umbrella by mistake.,Ina jin tsoro ne na ɗauki laimarka bisa kuskure.
I'm afraid Ali doesn't want to talk to you.,Ina jin tsoro Ali ba ya son yin magana da kai.
I'm afraid she won't accept my explanation.,Ina jin tsoron ba za ta yarda da bayanina ba.
I'm busy right now and can't play with you.,Ina da aiki sosai yanzu ba zan iya yin wasa da kai ba.
I'm going to invest money in this business.,Zan zuba jarin kuɗi a cikin wannan kasuwancin.
I'm going to meet Ali in the lobby at 2:30.,Zan haɗu da Ali a zaure da misalin ƙarfe 2:30
I'm having a hard time with French grammar.,Nahawun Faransanci yana ba ni wahala.
I'm having a hard time with German grammar.,Nahawun Jamusanci yana ba ni wahala.
I'm impressed by how well you speak French.,Yadda ka iya magana da Faransanci ya burge ni sosai.
I'm interested in the history of Australia.,Ina da sha'awa kan tarihin ƙasar Ostreliya.
I'm just writing a letter to my girlfriend.,ina rubuta wasiƙa ne kawai zuwa ga budurwata.
