english,ewe
"Thanks to Allah for this incredible experience,",akpe na Mawu ɖe numetoto sia ta
The mountainous region of Défalé is peaceful and beautiful,Defale tǒdu la nyo he fa
"That is to say that I download my content if I have wifi,",si gɔme nye maxɔnu to wifi dzi
"I studied in two private Catholic colleges in Douala, Cameroon.",mesrɔ̃nu le Katoliko titinasuku ɖoƒe gbãtɔ eve me le douala kple
"“In addition to tradition, religion weighs heavily in Africa, which doesn’t help matters.”",kpeɖe dekɔnuwo ŋu la subɔsubɔ vovovowo ƒe kɔkutiwo hã gale Afrika
"But she does not know how to read these books whose illustrations she reproduces,",gake menya nuxexlẽ le agbãlɛ siwo me wonɔa nua tam le o
Bouki went into the forest to look for another camel.,Buki geɖe gbea me yi kposɔ bubu dzi ƒe.
"She had to register her visitors each time, and could not have anyone over for more than three days in a row.",Eɖo ana woanya ame siwo katã ava srãe kpɔ eye maɖe mɔ na ame aɖeke be wotsi egbɔ ŋkeke etɔ̃ sɔ ɖe wo nɔewonu o
"Dear Peuhls, I entrust them and their children to you!","Fulani lɔlɔawo, megblẽwo ɖe mia sime. Wo kple wo viwo."
But Jacqueline does not intend to let them live their romance in peace,ke Jaqueline ɖoe be yemaɖe asi le wo ŋu woanɔ woƒe srɔgbe la bɔbɔe o
"We are much more faithful to a path when we have found it again, after having lost our way",wonɔa gbedzi na mɔ si wobu trɔ fɔ lae
"“Clearly, Cameroonians are passionate.”",edze ƒã be edzɔdzi na kamalotɔwo
"Two hours later, I'm on my way to the II plateaus,","gaƒoƒo eve megbe la, medze mɔ na II plateax"
"their aunts, their neighbors and even their fathers! name * JavaScript is currently disabled. """,wo fiavi sie na nedzo elabena nyɔnu ko dzim nele la
"“He is very interested in questions of democracy, governance and citizen participation.”","dumeviwo ƒe gomekpɔkpɔ,demokrasi kple dukplɔkplɔ dzɔa di nɛ"
Blakadap! Instantly the bride kicked on all fours.,"Gblogodo! Kpata ko la, srɔ nyɔnua ti afɔ ne dzi ."
You like it too much,esia dzɔdzi na mi
I am very attracted by this new challenge,ʋiʋli yeye sia le heyem
"King, King, King, I learn that there is a wake to which I was not invited.",Fia fia fia me se be ŋudɔdɔ aɖe si wome kpem na o la.
Do you have children,viwo le asiwoa?
"But a white woman cannot become, through her habits, an accomplished Negress,",gake yevu nyɔnu mateŋu trɔ zu ameyibɔ de blibo o
The Constitutional Council plays an important role in the legal system of our country.,senɔgã ƒe bɔbɔ la le vevie le dukɔa ƒe se nyawo me
"Because we sometimes judge without knowing this other, and we can imagine intentions far from reality,",elabena mietso nyame le esime miedzesi amea o
We stop stopping,mitɔte tetɔtɔ
They build a culture from people operating with discipline within the three circles,wonye numame wɔla aɖewo si wɔadɔ kple ame siwo le sedzi wɔm le kpɔtɔtɔ etɔ̃awo me lae
"In “The Revolt of Affiba”, Regina Yaou also presents two different modes of thought,",le «la révolte d'Affiba» me la Regina Yaou ɖe nukpɔ susu eve ɖe go
"With The World Collapses, we enter into the daily life of the Igbo,","Kple Le monde s'effondre la, mienya Igbo ƒe gbesiagbe gbenɔnɔ me"
It was…extremely awkward at first,mefa le gɔmedzedzea o
"Antoinette Botti has always been a brilliant student,",Antoinette Botti nye sukuvi nyanu aɖe
to accomplish myself I had to direct most of my energy towards the real challenges of adult life,"ne mebe mazu nane la, edze be matsɔ nye ŋusẽwo katã de ametsitsi ƒe agbenyawo me"
"She has the impression of being involved in the life of this couple whom she only knows in her imagination,",ekpɔ be ƒome sia ƒe nya kae sɔgbɔ ke medze siwo o
"“In the end, the image of African women will not be upgraded.”",le nuwuwua; womade asixɔxɔ nyɔnuwo ƒe dzedzeme ŋu o
"I will tell you about some in articles or videos in chaa Allah, stay tuned,",mƒonu kuɖe ɖewo ŋu na mi to agbalẽwo ŋɔŋlɔme alo nɔnɔme tata wo me ne edzro Mawu
What do you expect from me,nuka nele dzidzim tso gbɔnye?
"» But I will rather talk to you about this committed citizen whom I admire very much,",gake maƒonu kuɖe dumevi sia si mekafuna sɔgbɔ la ŋu
"256 individuals tested as part of the study, only 58 people had a co-infection",le ame 256 siwo wodo kpɔ le numekukua me la ame 58 koe le dɔ evea ɖe du
"It is through hard work that certain scholars have succeeded in defending and enriching it,",dɔwɔwɔ atraɖitɔe ye wɔe be nunyalaɖewo dzrae ɖo
She categorically refused,eye wogbe ɖikaa
"Currently, we are in the cold, due to a misunderstanding","gaƒoƒo sia me la, miele adzre me elabe masɔmasɔ aɖe do mo ɖa"
"I don't know what some people thought or said behind my back, but we didn't have any inappropriate discussions on the subject.",nyemenya nya si wodometɔ aɖewo anygblɔ le megbenye o ke hã miehe nya aɖeke kude eŋu kpɔ o
"– take care not to damage any furniture, equipment and supports during the cleaning process",kpɔ egbɔ be megagba nu siwo ɖo atsyɔ̃ na teƒea ƒe ɖeke o
I don't know if you perceive this feeling of asphyxiation at the moment on the web,nyemenya ne miawo hã miede dzesi gbɔgbɔtixenya la le yaʋala dzi o
Simbi ordered Toad to return the key to the waters.,Simbi ɖegbe na kpɔkplɔ be netsɔ tsiawo ƒe safui la naye.
The lion leapt and fell on her; he ripped it open.,Dzata la tikpo dze edzi eye wokoe.
"In addition, tomato puree is positioned as an alternative to a product that has since become increasingly criticized...",ke timati tutu la va abe xɔnametɔ ene le xoxotɔ si ta amewo le ɣli dom le la gbɔ
I had already fallen into it two months after we met when he told me he was married,medze eme ɣleti eve megbe hafi wogblɔ nam be srɔ̃ le yesi
"The head of the family is himself called Baba Segi in reference to his first daughter,",woyɔa ƒome tatɔ hã ŋutɔ be baba segi na sɔli dodo via gbãtɔ
The young man and the lion,Ɖekakpui aɖe kple dzata.
"The silence that follows lets me imagine his dismay,",ɖoɖui zizi si kplɔe ɖo na mesusu eƒe tame bubu
"There was no question of him abandoning some of his habits to please his wife,",mele nae be woaɖe asi le eƒe agbenɔnɔ ɖewo ŋu be yeado dzidzɔ na srɔ̃a o
"You lose your job, and a whore harasses you on your own phone",dɔ gblẽ na wo eye gbolo ha galefu ɖem na wo le wo kaƒomɔ dzi
"Needless to say here, in the eyes of these readers, how much I like to admire myself in the radiance of your skin, the color of undercooked clay",mehiã mana amewo nanya ale si melɔa ɖokuinyekpɔkpɔ le wo agbadze nyui si le abe anyi mabimabi ene la me o
And the worst part is that you are aware of it,esi nyrae nye be wo ŋutɔ enya esia
We had to operate urgently on you yesterday,miewɔ dɔ na wo alɔtsɔtsɔe tsɔ ma
They are trained both humanly and professionally to become women F,wotua wo ɖo le amenyenye kple dɔwɔwɔ me ale be woazu nyɔnu ŋtɔŋtɔwo
The big elephant!,Tiglinyi gã la.
It’s about appreciating the true potential of your business and sticking to it.,dɔwɔƒea ƒe nyenye nyanyae le vevie
"“But have we understood that”? Will we stop overloading taxis, elevators, trains, motorbikes etc.? ""","ke ɖe míese egɔme be ele vevie be míadzidzɔ agbadodo gbɔ eme na míaƒe ʋuwo,dzokekewo,ketekewo kple bubuwo......."
"Today an important rumor traveled faster than light,","egbela, liʋiliʋi aɖe de du wu kekeli"
"According to TMZ, Record One's lawyer accuses Nicole of emptying the company's account",TMZ be taʋlila na Record one be Nicole ta ga le aɖaka me na adzɔa keŋkeŋ
"Without waiting for a response, it restarted",nyemeɖo nya ŋu nae hafi woho ʋua o
She stayed but she was only a shadow of herself,eli gake megatsɔ ɖeke le eme o
"I have better, replies Banta.",Mehe nu bubu si nyowu la gbɔe.
"Even if they don't solve anything, tears are a sure relief",ne womegaɖɔa nu ɖo o hã avi faa akɔ na ame
So one day she broke down,eye gbe ɖeka la ewui azɔ̃
"Come with this book,",va kple agbãlɛ ma
"He was there where he was needed,",enɔ afisi wohiãe le
"I hesitated for a few more minutes, but once again she insisted","metɔ́ vie gake, ezi dzinye"
"“I can’t resist this urge to set a fire,” he said during the hearing","esi wobia nyae la, ebe yemete ŋu le yeɖokui dzi ɖum le dzotɔtɔnyame o"
"“More and more, young millennials want to impact their community.”",sɔxɛ geɖewo le dzidzim be yewo awɔ nu ade dzesi yewo fe dukɔ ŋu
"“I live in Cameroon, and sometimes on TV, I come across this awful advert for a lightening milk.”",mieŋlɔ amesiwo ku le aƒɔku si do ŋgɔ na esia abe Eva kple Monique Koumate be
"It’s a Saturday, three weeks after Aristide’s death…","miele memleɖa aɖe gbe, kwasiɖa etɔ̃ le aristide ƒe ku megbe"
"“Because a lot of my opinion comes out here, and it’s so well presented.”",meɖea nye nukpɔsusu la ɖe go le afisia eye wonyo amewo ŋu
"But Thomas assured me that things have still improved a little, even if the pace is slow",gake Thomas be nuawo ɖɔɖo vie to egbɔ be mele tsɔtsɔ o hã la
But the third fruit came and hit the lion on its royal snout!,Ke kutsetse etɔlia vadze ƒe nugbɔ siŋu bubu le la.
In shaa Allah we will continue the program until we reach the planned 12 books,miayi edzi aɖo 12 si miegblɔ la
"Kambili does not have this luxury,",Kambili meɖo mɔnukpɔkpɔ sia o
"It's okay, go","enyo, dzó"
"I don't remember,",Nye magaɖoŋu o
"In Abidjan, we notice a lot of deficiencies in the education system and the level of students",le adidzã la masɔmasɔ sɔgbɔ le hehenana kple sukuviwo ƒe ɖoƒewo me
"During the climb, morale often drops,","le yiyi mela, wokpɔ dziku"
"It is an HIV AIDS screening campaign,",Bikanakulẽvia ƒe dutoƒododokpɔ ye
Charles Ndongo worked for more than two decades at Cameroon Radio Television.,Charles Ndongo wɔ dɔ to ƒe blave ŋu le kamalo didiƒenukpɔmɔ kple nyasemɔ la dzi
"If you only give and take nothing, you will know,",ne miele nu nam eye miele nanake xɔm o la miánya
People have come to me and said “it’s going to be okay.”,amewo va gblɔ nam be ela yi
"“It’s ultimately an old engine that the smugglers brought, without anyone being able to complain.”","le nuwuwu la,mɔ xoxoaɖe koe degbãlawo he vae eye ame aɖekz hã metsitre ɖe eŋu o"
Many sources agree that Africa's case is hopeless.,ame geɖewo da asi ɖe edzi be mɔkpɔkpɔ vɔ ɖe Afrika
Education is the work of two important entities,hehenana tsoa nu eve gbɔ
We want the truth; or not,miele nyawo la dim alo miele edim oa?
"Value doesn't wait€¦by Blaykeimages Situations are seen and experienced from the perspectives of Abike and the Peddler,",asixɔxɔ metɔte o: Abike kple nudzrala nɔ agbe ɖe nɔnɔmea nu
"He asks me my name,",ebia ŋukɔnye
I understood what that meant,mese esia gɔme
"The importance of having a voice, an opinion, a presence... This is what I would like to pass on to my future daughters,","nusiwo madi be magblẽɖi na vinye nyɔnuvi siwo gbɔna la enye nye gbe,  nye nukpɔ susu kple nye anyinɔnɔ"
"Today it also has a hotel on the waterfront and is one of the island's references,",egbela eɖo amedzrodzeƒe aɖe ɖe tɔa to si nye kpɔɖeŋu le afima
"This can help them to be more independent in their daily activities, like Mr. Diallo",ate ŋu akpe ɖe wo ŋuti na woƒe gbe sia gbe dɔwɔwɔ abe aƒetɔ Dialo ene
To laugh at the life this man led,yeako agbe si ŋutsua nɔ
"They were simply privileged,",wode asixɔxɔ woŋu
To be a man,be manye ŋutsu
"With his fellow Meccan and Medinan Muslims, he managed to win many battles which rallied other tribes to Islam",eya kple etɔ mɔslɛmtɔ bubuwo ɖu aʋa geɖe dzi esi wɔe be dukɔ geɖe trɔ ɖe islam ŋue
It's easy to understand why few civil servants want to stay in small towns.,miese egɔme nu si tae dudɔwɔla sɔgbɔ melɔ̃na duviwo me nɔnɔ o ɖo la
Now I'm the leader of the attack,ke fifia nyee nye aƒetɔ́ na agedolawo
I had already been tired for a few months and frankly it's almost a relief to be able to come back,nu tim ɣleti geɖewoe nye esia ke fifia la nye dzi dze eme be megbɔna
You're out of luck!,Ta menyo nawo o.
She continued in a tone that could not be more solemn.,eyi edzi kple ŋudzedze be
"Finally, I would say that the image that one or the other sex reflects is found in the type of relationship they have.",mawu enu be nusi ame eveawo susua tso wo nɔewo ŋu la tsoa kadede si le wo dome la gbɔ
"Sometimes a useful illusion is better than a useless truth,",ɣeaɖewoyi amebeble aɖe nyo wu nyateƒe maɖota
“So we have to wait.”,ele be nalala
Now you have to make her proud.,Ɣeyiɣia ye nye esia be miado dzidzɔ nae
"I even saw that in the enclosure where you sleep, it takes up all the space.",Eye mekpɔ hã be exɔ teƒewo katã le kpɔ si me mimlɔna la.
“What do you want to know about her?” I managed to say.,"mete ŋu gblɔ mlɔeba be ""nu ka nele didim be yanya tso eŋu?"""
"Among other things, the children learned the values ​​of perseverance and courage, and the importance of creativity,","ɖeviawo srɔ̃ nu bubuwo abe  veviedodonu, agbagba dzedze kple nu yéyé wɔwɔ ƒe vevienyenye"
You are not in our hearts,míele miadzime o
"For others, there are different possibilities",mɔnukpɔkpɔ vovovo li na ame m;loeawo
She was going to form ideas about his person,Adze tame aɖe bubu tso eŋutie
"So, I continued, a little hastily","ehẽ, yi dzi"
Photo Credit: Afi CakpoChapter 2: an unexpected encounter,"Afi Cakpo, ta eve lia: Godódo maɖoŋuɖeŋui la"
My mother insisted on accompanying me,dada ƒoe ɖe nunye be yeado eve nam
May Allah help us find answers to our questions and keep us away from confusion and hypocrisy.,Allah nakpe ɖe mia ŋu miakpɔ ŋuɖoɖo na mia biabiawo eye be miedzo le bubu kple ameflunuwo hgbɔe
What about our five children,ke miavi atɔ̃awo ɖe
"""""My neighbor is a nurse, I sometimes introduce her to dishes from my home. ""","nye aƒelika nye dɔyɔla,ɣe aɖewo ɣi la; meɖaa míade ƒe nuɖuɖuwo aɖewo nɛ"
"That didn't stop us from enjoying these 5 days in Shanghai,",mexemɔ na mi be  miafe dze le ŋukeke atɔ̃ siawo me o
The majority of documents relating to Africa consulted for the drafting of this text ignore marital rape.,agbalẽ siwo katã miexle tso Afrika ŋu la ƒonu tso akpasese gbɔdɔdɔ le srɔ̃ƒe ŋu
"But in all this chaos, there are these little moments of calm,","gake le sesẽ mawo me la,  ɣeyiyi fafawo li"
I wanted a reciprocal exchange during which two beings offer themselves to each other,menɔ liɖoɖo sɔsɔe dzim esi me ame eveawo atsɔ woɖokui na
"Beyond that, I had to make do",nye ŋutɔe dze agbagba na kpɔtɔea
But sometimes I have to take a step back to try to do everything in its time.,gake ezi dzinye be mawɔ nu ɖe sia ɖe le ewɔɣi
"I move forward with trembling legs, trembling hands",nye azɔli me kpẽ eye nye asiwo le ʋuʋum
"I already knew that the world does not extend to women the many little courtesies that it extends to men,",menya xoxo be xexea mewɔa nunyui sɔewo na nyɔnuwo siwo mewɔa na ŋutsuwo o
"once we shed tears, we see certain things more clearly","ke ne efae vɔ la, ekem akpɔ nu nyuie"
The phone rings and he looks at me,ka:ƒomɔa dze ɖiɖi eye wole kpɔyem
"For me, it starts with education",edze egɔme kple hehenana
"He was very tempted to talk to his father about it, and perhaps he even said two words: wasted effort!","Edzroe be yeagblɔe na ye tɔa, eye yayi edzi nae be: Ɣe yi ɣi gugu!"
"I wanted to clarify that a self-respecting Sénoufo wedding always has a group of balafonists,",medi be mate gbe ɖe di be Senufo srɔ̃ɖeƒe siŋu wode bubu enye esi ɖo saŋukuƒolawo ƒe ƒuƒoƒo
"It was also through this that I met Ibuka who put me in touch with Hajar, when I told him that I was in Saint Louis,",to eya ke dzi medo go Ibuka si na medeka kple Hajar esime megblɔ nae be mele St Louis
"I want him to buy me white lily flowers and make me laugh,",medi be neƒlẽ Lys Blanches seƒoƒowo nam eye woana makonu
"Then I had the intuition to see if anyone had contacted me on Facebook and alhamdoulilah,",emegbe eva nam be makpɔ be ameaɖe ŋlɔ nu nam to Facebook dzi hã
"This is also how you can become the best version of yourself,",nenemae mianye  miaŋutɔ ƒe tata nyuitɔ
How is this possible,aleke esia dzɔ ɖoe
"Visiting time has already passed,",Sasrakpɔ ƒe ɣeyiɣia va yi vɔ
“It is considered the keystone of institutions.,eya enye tometi na du ƒe nuɖoanyiwo
“So replying to this post will answer everyone.”,agbalẽ sia ŋuɖoɖo anye ŋuɖoɖo na biabiawo katã
"It's not just a man and a woman who got together,",menye ŋutsu alo nyɔnu koe wɔ ɖeka
“What I’m saying is that it’s not even often local”€¦,nusi gblɔm mele la meva eme le míagbɔ le afisia ŋutɔ hã o
They know quite a few people and are also known,wonya wo hã
»The reactions were not long in coming,nyawo dze vava enumake
"But how many ribs did he break without ever taking her to the hospital,",gake axadaƒu nenie woŋe nae va yi eye mekplɔe yi dɔyɔƒee
"We protect ourselves, so as not to pollute our minds with vain words, or poor exchanges.",miedzra miaɖokui ɖo be nya fuflu aɖeke nagado le mia nu ahegble mi o
"She is determined that Lalita should go to school to have a better future,",eɖoe be Lalita nayi suku na eƒe tsɔme
"I have to go to the garage this week,",Meɖola yi ʋudzraɖoƒea le kwasiɖa sia me
"“Let’s give our sons a good education, let’s instill in them respect for human beings regardless of their gender and social status.”",miana míana hehe nyuitɔ míavi ŋutsuviwo be woade bubu ame ƒomevi ŋukeme ɖesiaɖe ŋu
But Collins didn't really give a path to becoming a Level 5 leader,ke hã collins mefia nu si woawɔ azu esia o
The exchanges I had with this person led me to think about my interactions with others,nye si nye kple amea miehe la na be metrɔkpɔ ney kadede kple maewoze
The initiative is called “Local Consumption Month” and is supported by the ministry in charge of trade and local consumption.,"ɖoɖoa ƒe tanyae nye ""Togonuwozaza ɣleti"""" eye dudɔnunɔƒe si kpɔa asitsatsa kple dunuwozazanyawo gbɔ lae de megbe nae"
"With four other young Ivorians active in their communities and fields, we will serve as ambassadors for the program",nye kple sɔhɛ ene bubju siwo ʋlina vevie le woƒe hawo me la mianye gbexɔlawo le wɔna la me
The most important thing a leader can do to improve their business is to start improving themselves,nu si dze na takpɔlae nye be eya ŋutɔ ne ɖɔ ɛdokui ɖo gbã
You get closer to me,egogom
"To women who mistreat other people's children,",na nyɔnu siwo ƒoa ame bubu ƒe viwo
The woman says:,"Nyɔnua gblɔ be,"
"Students who understand faster will not be delayed by others,",sukuvi siwo sea nu gɔme kaba la magahe ɖe megbe o
"Yves Dubreuil saves his life and makes him promise to do whatever he tells him,",Edo ŋugbe nɛ be yeawɔ nusianu si woagblɔnɛ esme Yves Dubreuil ɖe aƒe agbe
"But the cult of personality and the mismanagement of leaders are not unrelated,",gake ameɖokui subɔsubɔ kple nuwo zazã yakatɔe li
"He was shirtless, wearing one of his favorite sports pants, red in color",enɔ akɔta gbɔlo eye wodo eƒe kametetakpui dzĩ si doa dzidzɔ nae la
"Ivorian,",Nyiɖuƒutatɔ
"My baby is one year old and I feel like time has gone by so quickly,",vinye ɖo ƒe ɖeka eye mekpɔ be ɣeyiyi le bla ɖem ŋutɔ
"But sometimes, we push storytelling so far that we have difficulty distinguishing truth from falsehood, exaggeration from reality.",ke hã egale agbɔ sɔm alebe maganya ekae nye nyitɔ o
"I even banged my fist on my work table, the news delighted me so much.",meƒo nye dɔwɔkplɔ dzi elabe nya la do dzidzɔnam ale gbegbe
The wind picked up slightly,ya dze ƒoƒo vie
"So I wanted to write this article to help everyone save time in online conversations,",ke edzrom be maŋlɔ agbãlɛ akpeɖe amesiame ŋu woaɖo ɣeyiyi le dzeɖoɖo me le yaʋaladzi
"“On the contrary, I sometimes doubted being the gentleman’s daughter,” she said in a humorous tone,","«ke ɣeaɖewoyi la, ye mekanaɖedzi be yenye ye ŋtsu sia ƒe vi»  egblɔe le nukokodona ame me"
Access to land contributes to a very large extent to the empowerment of the individual.,gomekpɔkpɔ le anyigba me kpea ɖe ame ƒe ɖokuisinɔnɔ ŋu
Article 1: Let no one come and ask me for food.,"Se gbãtɔ, Ameɖeke megava biam nuɖuɖu o."
"You see, not all silences are guilty","ekpɔa, menye ɖoɖuiziziwo katãe fiana hlɔdolanyenye o"
"Finally, let's be reasonable",mina mia dze nunya
I didn't expect him to pull over to the side of the road and yell at me for ten minutes,nyemele te nɔm be atɔ́ ʋua ɖe mɔtɔ eye woagbo ɖe tanye miniti ewo sɔŋ o
"They don't do anything like that,",womewɔ esia dometɔ ɖeke o
"I wish there was still this shoulder to which I would go and cry when things didn't go well,",madibe mayiɖa fa avi ɖe edzi ne nuwo mele yiyim nyui o
"When you download content, it remains for the duration of your subscription,","ne miexɔ emenu la, anɔ anyi le miaƒe nuƒleƒlea ɣeyiyi me"
"""The fact that the victims clambered onto an overcrowded train without regard for their own safety""?",esime hahomɔzɔmɔnuwo mele dedie le kamalo o abe ale sie nyadzɔdzɔgbalẽwo ɖenae fiana gbe sia gbe la
I hated it just as much when he tried to get family news,evenam ne ele ƒomea ta biam se
"If we don't organize his funeral right away, there will be nothing left of him!","Ne miewɔ yeƒe ku kɔnu kaba o la, agblẽ kemkem."
"For him, even if he could fail, he prefers to give his all to each initiative,","abe ateŋu akpɔ gege hã la, edzro be yé atsɔ eɖokui ana blibo le dɔ ɖe sia ɖe me"
"You are not going to school today,",mele suku yi ge egbea
"But no, they never borrowed it,","gake, wome ɖoe kpɔ o"
"The only possible grade would therefore be an A,",dzesi ɖeka ko si anɔ anyi la enye A
So here I am cloistered in Lomé,nyee nye ekem tsi Lome
"They ran two lengths of airlock, the dog caught him and ripped him open.",Wokple eve υudu didi aɖe hafi avua le hekoe nenema ke.
We return today with lessons from him that we hope will inspire you as much as they inspired us.,mietrɔ gbɔ va miagbɔ egbe kple nusrɔ̃srɔ̃ sia siwo wɔ dɔ ɖe míadzi la kple susu sia be awɔ dɔ ɖe miawo hã dzi
"My plane ticket schedules my return for Monday but I can't wait,",nye yameʋuɖo tikéti da nye dzodzo ɖe dzoɖagbe dzi gake nye mateŋu nɔ te o
"Charming, welcoming, smiling,","eɖo amexɔxɔ, nukoko kple lɔlɔ̃"
I don't have an article that covers all the details of my conversion,nyemeŋlɔ nu aɖeke lkuɖe nye dzimetɔtrɔ ŋu o
Because I believe like Befoune that “Every life experience deserves to be shared,elabe abe befoune ene la edze be woama agbenyawo
I suggest you go home to rest as well and come back tomorrow to see her,mabia tso maiwo hã gbɔ be miayi aƒeme ne miaɖi ɖe eme atrɔ ava kpɔe tsɔ ŋdi
"I looked at myself for a long time in the mirror, both to make sure I was perfect, but also to give myself courage.",mekpɔ ɖokuinye le ahuxɔe la me didie hede ŋusẽ ɖokuinye
Who is the nurse on duty?,Dɔyɔla ƒe kpeɖeŋutɔ gbatakpɔla?
It must be said that Cameroon's electoral history is very particular.,miágblɔ ko be Kamalo ƒe akɔdada nyawo le tɔxɛ
The presidential movement and the opposition must make this election a useful moment for debate.,ele be dunyagblɔha si dua kplɔm kple tsitretiɖe ame ŋu dunyagblɔhawo nawɔ nuƒoƒo le akɔdaɣeyiɣi siawo me ŋudɔ
"It's true,",nyateƒee
"""We nevertheless observe developments, although lame, with:","le société général tatɔ gome la,"
These rules aim to maintain the social distancing necessary to avoid a rapid peak in contamination.,Orange Beach Resort menye fiasa o eye mienɔ te kpɔ esia tɔgbi o ke hã woxɔ mi nyuie
I don't have time to ask myself more questions since I'm already in front of his door,nyabiabia aɖeke megali o elabe mele ʋɔ̃nu xoxo
She promises to inform their superior,edo ŋugbe be yagblɔe na yewo ƒe tatɔ la
"It all sounds magical but it's only the beginning,",esiawo katã nɔ ko abe drɔ̃emenyawo ene gake egɔme dzedze koe nye ma
SolarCity intervenes in Tesla car charging stations and was bought by it,Solarcity naa kpekpeɖeŋu le Tedslaʋuwo dzodemeƒewo eye Tesla va ƒlee
He nonchalantly asks the person to enter,ebe ame la neɖo eme
Facts are the only ones that should guide opinion.,nydzɔdzɔwo koe ata mɔ na míaƒe nukpɔsusuwo
I guess it's in Abidjan,mexɔe se be abidzãŋue
How the lion became king,Alesi Dzata va zu fiae
"When the merchant returns, she said to herself, he will find the money instead of the canary.","Ne nudzrala va la, ele ga kpɔge le zevia teƒea. Esusu nenema."
I was busy applying my imagination to something else,menɔ nhye susu tsɔm de nu bubu me
"Senegalese society changes over time,",sénéga hadomegbenɔnɔ le tɔtrɔ kple ɣeyiyiwo
"The people of the commune are grateful to the heads of state,",nutoa me tɔwo te alilɔ na dumegã
"The world is evolving and realities are changing,",xexea le ŋugɔ yim eye nuwo le tɔtrɔm
"Although he is credited with an arrogant attitude, José Mourinho knows how to be compassionate","to egbɔ be edzea eɖokui nu hã, José Mourinho sea veve na ame"
Not being able to go to the mosque or pray in a group leads me to make more effort in private,"esime nyemagate ŋu yi gbedoɖaƒe alo akpɔ gome le hahogbedoɖa me o ta la, medoa ŋusẽ ɖokuinye wú"
"I would have laughed out loud if someone had told me I would be leaving California for Canada over winter break,",mawo kple nukoko ne ameaɖe gblɔ na be mayi nye pepime mɔkekewo le Canada
"I began to toy with the idea of ​​a possible postponement of the evaluation, due to the absence of the majority",menɔ mɔ kpɔm be woatutu dodokpɔa yi ŋgɔ elabe ame sɔgbɔ meva o
Because there are so many better things to do than relate to a man as a woman and vice versa.,mele be nàtsɔ ɖokuiwò anɔ sɔsɔm kple nyɔnu alo ŋutsu aɖe o
"""""Indeed, as always, there is an entire industry that makes money off the desperation of others. ""","le nyateƒe me la ,amehatsotso aɖewo li siwo le hotsui kpɔm to amewo ƒe dziɖe le ameƒo nɔnɔme si me wole la"
"Pride, you feel me",dàda le ŋunye
Look at the other couples,kpɔ srɔ̃tɔ bubuwo ɖa
"And the next day, he went to massacre three dozen wild animals whose tails he brought back to the village.","Esi nu ke la, eyi ɖawu gbemelã blatɔ eye wotsɔ woƒe asikewo gbɔva aƒeme."
"He promised to love her for life,",Edo ŋugbe nɛ be yealɔ̃e le yeƒe agbe ŋkekeawo katã me
"She veils herself and only reveals the palms of her hands and her face,",etsɔ̃nu afisiafi ke eƒe aloƒu;me kple ŋukume koe dzena
It must be recognized that certain proposals went in the direction of this strengthening.,nukpɔsusuɖewo de amedi ŋutɔ
"They had a meeting at 9:30 a.m., and he hadn't sent an apology message either",woƒe gododoa le 9h30 eye meɖo nya aɖeke ɖa hedo taflatse hã o
"In this forest, there were many wild animals and especially lions.",Lãwɔadawo kple dzatawo le avea me.
Thank you for this much appreciated contribution! Thank you Fabrice.,"akpe ɖe wò nyatsɔkpenyawo  ta,Fabrice"
"I took the opportunity to take a look at the place: simple, clean, tidy",metrɔ ɖe xɔa me ŋu: ekɔ hele ɖoɖo nyuitɔ me
"""com/hRVbNoJfi",com/hRVbNoJfi
"I maintain that I am a teacher,",mete gbe ɖe di be menye nufiala
"All this with the aim of helping our economy and supporting our farmers and producers""€¦!!! Thank you Anne Marie C.",Anne Marie C. Akpe na wò ɖe wò kpekpeɖeŋu si nèwɔ na míaƒe gbledede kple ganyawo la
Bourouki was swallowed up by the tree and he sings:,"Ati aɖe mi Buruki si nɔa ha dzim be,"
The Ministry of Health organized this vaccination campaign following the detection of 8 new cases,woɖo esia le esime wogade dzesi ame enyi siwo lé dɔae
Let the guy compose otherwise we won't compose too,"ɖe asi le eŋu woawɔ dodokpɔ nemenye nenem o la, miawo hã miele ewɔ ge o"
And that's a shame.,eɖefu
Acting non-violently does not mean stopping demonstrations or no longer maintaining order.,menye zɔ̃li zɔzɔ̃wo gbegbe enye tsukaɖa mawɔmawɔ ƒe aƒɔɖeɖe alo ŋutifafa lélé ɖete le dume o
"But hearing him at dawn preaching salvation through Jesus Christ of Nazareth, I understood that I had indeed returned home,","gake esi mese le fɔŋli sia wole Yesu Christo ƒe nya gblɔm la, menya be meva ɖo aƒe"
I slowed my steps to a complete stop when I saw this girl running down the alley connecting their city to the main road.,mewɔ blewu hetɔ te gɔ̃ esi mekpɔ ɖetugbui vi sia wole du ʋu tso woƒeme gbɔna mɔgã la dzi lae
She went to join the donkeys and transformed; she remained there braying.,Eye tedziwo gbɔ si yeƒe nɔnɔmea trɔ le; enɔ afima henɔ ɣli dom kple etɔwo.
All these characters that I had discovered in the Bible were found in the Koran,ame siawo si menya le Biblia me la hã dzé le korã me
Courage,vevidodo
"He would have many more regrets if he failed as he tried to follow two hares at once,",ase veve ne mekpɔ ŋugɔ yiyi wonye be ekplɔ l azui eve ɖo
"No matter how much I rummage, turn over the mattress, look in every nook and cranny of my tiny room,","medi, trɔ nye abati la kaka nye xɔ vi sɔe la me le afisiafi"
