english,ga
I heard that the Ghana Police Service has a special all-female unit named after Asantehene Otumfuo Osei Tutu II. What's the name of this unit?,Minu akɛ Ghana Polisifoi anitsumɔhe lɛ yɛ yei akuu krɛdɛɛ ko ni akɛ Asantehene Otumfuo Osei Tutu II gbɛi wo mli. Mɛni ji klas nɛɛ gbɛi?
I heard there was a severe accident at Anyaa Market in Accra on Thursday morning. Can you tell me what happened?,Minu akɛ oshara ko ni naa wa ba yɛ Anya jarayelihe ni yɔɔ Accra lɛ Hɔɔ leebi. Ani obaanyɛ okɛɛ mi nɔ ni ba?
What is the name of Maya Blu's debut EP and when was it released?,Mɛni ji Maya Blue klɛŋklɛŋ EP lɛ gbɛi ni mɛɛ be ajie lɛ kpo?
"What happened to the Asante family on the Family Arena episode that aired on Sunday, the thirteenth of April in the year twenty twenty-five?","Mɛni ba Asante weku lɛ nɔ yɛ Family Arena lɛ mli nifeemɔ ni ji nyɔŋmai enyɔ kɛ enumɔ lɛ nɔ yɛ Hɔgbaa, April nyɔŋma kɛ etɛ lɛ?"
I came across a research article about COVID-nineteen inches Ghana. Can you tell me what the study aimed to understand?,Mikɛ niiamlitaomɔ wolo ko kpe yɛ covid-inchi nyɔŋma kɛ nɛɛhu ghana he. Ani obaanyɛ okɛɛ mi nɔ ni nikasemɔ lɛ yiŋtoo ji ni enu shishi?
"I've been reading about the rise of gangs in Kenya. What's behind the unusual names of some of these groups, such as the 'Taliban'?",Mikane bɔ ni awuiyelɔi akui etee hiɛ yɛ Kenya lɛ he sane. Mɛni ji nɔ ni yɔɔ kui nɛɛ agbɛi ni yɔɔ naakpɛɛ tamɔ ‘Taliban’ lɛ sɛɛ?
I'm trying to understand the VAT system in Ghana. Can you explain the different departments within the VAT Service?,Miibɔ mɔdɛŋ ni manu VAT gbɛjianɔtoo ni yɔɔ Ghana lɛ shishi. Ani obaanyɛ otsɔɔ fãi srɔtoi ni yɔɔ VAT nitsumɔ lɛ mli lɛ mli?
I heard Reggie Rockstone is going to receive an honorary award at the Ghana Music Awards UK two thousand and twenty-two point  wattshat is the name of the award?,Mi nu akɛ Reggie Rockstone miiya ni enine ashɛ woo nɔ yɛ Ghana Lala Awards UK akpei enyɔ kɛ nyɔŋmai enyɔ kɛ enyɔ mli nɔ ni ji gbɛi ni akɛwoɔ jweremɔ nii lɛ nɔ?
I'm trying to understand the process of preparing a calibration curve for amoxicillin and clavulanic acid. Can you explain it to me?,Miibɔ mɔdɛŋ ni manu gbɛ ni atsɔɔ nɔ asaa tsɔne ni akɛkwɛɔ tsofa ni ji amoxicillin kɛ clavulanic acid lɛ shishi. obaanyɛ otsɔɔ mi mli
"What is the Rotary Family Health Day, and what was its aim in two thousand and twenty-four?","Mɛni ji Rotary Weku Hewalɛ Gbi lɛ, ni mɛni ji yiŋtoo ni yɔɔ sɛɛ yɛ afi 2024 mli?"
